seq_index,timestamp,marker
1.0,123.05229589380636,3.0
1.0,124.20717261892432,2.0
1.0,131.35639339983925,5.0
1.0,133.4788595864652,7.0
1.0,133.5693461172618,7.0
1.0,141.43584091051338,8.0
1.0,142.1421863915723,1.0
1.0,142.91984049454064,6.0
1.0,143.16634594355372,5.0
1.0,144.525028246439,1.0
1.0,144.940945765499,4.0
1.0,145.00986807017972,1.0
1.0,145.01169123240766,1.0
1.0,145.86232908210044,2.0
1.0,146.23734724164763,8.0
1.0,158.25278529588292,2.0
1.0,158.6746625397919,2.0
1.0,158.70151336049187,2.0
1.0,158.8795255096879,2.0
1.0,158.9528696356562,2.0
1.0,159.03917987233106,4.0
1.0,159.62030662592684,2.0
1.0,159.65403096111538,1.0
1.0,161.90358945418353,1.0
1.0,166.27668937556865,3.0
1.0,168.94252822292583,3.0
1.0,187.26595321452507,6.0
1.0,190.1222122183333,0.0
1.0,191.13026853997556,8.0
1.0,191.60893662145355,8.0
1.0,192.77157618966206,7.0
1.0,194.66953937100635,5.0
1.0,194.86934368766714,5.0
1.0,218.47432370283315,5.0
1.0,218.5093921204659,8.0
1.0,218.6382385121074,5.0
1.0,218.64728175020988,5.0
1.0,219.0382507883006,5.0
1.0,220.0437422975753,4.0
1.0,220.77782810553916,4.0
1.0,223.2124029482025,8.0
1.0,227.03610696850006,8.0
1.0,227.34887332020338,8.0
1.0,231.91648050415327,7.0
1.0,232.7811589590176,9.0
1.0,233.36170368834948,2.0
1.0,233.79935549750283,2.0
1.0,233.94824374725886,2.0
1.0,234.29045221006447,8.0
1.0,234.7295928365183,2.0
1.0,235.71638608343505,1.0
1.0,235.73687692004145,1.0
1.0,239.19932965686638,5.0
1.0,242.3911164935907,2.0
1.0,245.23291232709965,9.0
1.0,247.88429393290826,6.0
1.0,251.68658488352904,5.0
1.0,255.66494532764736,1.0
1.0,257.92945204483465,4.0
1.0,259.69967046459305,4.0
1.0,259.87122325014974,4.0
1.0,262.46164650950993,2.0
1.0,266.4329470468127,7.0
1.0,266.5773929980987,8.0
1.0,269.1150882799028,8.0
1.0,269.7212383063392,5.0
1.0,275.90187727932226,1.0
1.0,276.7353900810176,4.0
1.0,277.07108215774775,6.0
1.0,277.19446564047956,6.0
1.0,277.91560195605973,9.0
1.0,278.23849784425784,6.0
1.0,278.5914404083567,9.0
1.0,284.80626488347076,3.0
1.0,284.82748337169113,3.0
1.0,302.13100445627566,7.0
1.0,302.30396657729864,4.0
1.0,302.97431967865555,7.0
1.0,303.5899255378014,2.0
1.0,306.2004632444777,6.0
1.0,307.28767358485254,8.0
1.0,308.7757241977888,9.0
1.0,309.32929045643414,9.0
1.0,314.92426546292967,3.0
1.0,315.1346858475301,3.0
1.0,331.8915342937855,0.0
1.0,332.32747272778613,0.0
1.0,332.58245430694285,0.0
1.0,335.535318580275,3.0
1.0,335.54232480741837,3.0
1.0,335.61366527216006,3.0
1.0,336.24395054108015,3.0
1.0,336.2906131317139,8.0
1.0,336.63625282457633,8.0
1.0,337.43724275588244,2.0
1.0,337.5508005511395,2.0
1.0,337.63101970357195,2.0
1.0,337.6731404460745,2.0
1.0,338.1027118427474,2.0
1.0,338.7686818550818,1.0
1.0,338.95364922120467,1.0
1.0,339.28606736765795,1.0
1.0,339.29094582018195,1.0
1.0,340.5074857381811,8.0
1.0,341.0144266131857,5.0
1.0,341.10638049088567,5.0
1.0,347.37619645658805,9.0
1.0,351.517104898012,4.0
1.0,373.3185936398801,2.0
1.0,375.8373242459213,8.0
1.0,381.95779901920724,0.0
1.0,382.558710392675,3.0
1.0,382.67491105696894,0.0
1.0,387.5350083383536,4.0
1.0,388.20809548833864,4.0
1.0,391.3395289692136,8.0
1.0,392.8020991481419,3.0
1.0,393.23574066287097,4.0
1.0,404.5647528811465,2.0
1.0,407.99550072730614,0.0
1.0,411.5310530226828,5.0
1.0,416.48683226302654,0.0
1.0,419.84412347718205,0.0
1.0,419.91284917802795,0.0
1.0,419.9667793440587,0.0
1.0,420.64205281167136,8.0
1.0,420.8365434402159,0.0
1.0,423.0919272821097,6.0
1.0,423.4561450772428,3.0
1.0,430.1004867104285,5.0
1.0,434.32147356952976,5.0
1.0,434.4701647963087,1.0
1.0,435.5917341228579,5.0
1.0,436.22639968446475,3.0
1.0,436.55000729222616,5.0
1.0,436.6751505129566,5.0
1.0,437.2414489018843,6.0
1.0,450.2254684085703,0.0
1.0,452.802764088391,3.0
1.0,452.9328904876344,3.0
1.0,453.6695247594559,0.0
1.0,482.50738973113374,3.0
1.0,482.92954439835916,3.0
1.0,483.282605532314,5.0
1.0,489.9855477150383,4.0
1.0,490.55947875466234,7.0
1.0,491.73402211428333,0.0
1.0,493.984091868475,0.0
1.0,494.22976237036886,0.0
1.0,494.7464153822893,0.0
1.0,502.0761077461928,8.0
1.0,504.4683896127993,3.0
1.0,508.4527392550763,2.0
1.0,508.6098735890035,2.0
1.0,511.84585384124443,7.0
1.0,512.4081254064732,7.0
1.0,514.0498545909779,3.0
1.0,529.1612457561879,8.0
1.0,529.2293536356613,2.0
1.0,530.7230100242458,3.0
1.0,531.4606741560965,3.0
1.0,531.6483543730811,4.0
1.0,535.4626852489461,3.0
1.0,535.707273050399,8.0
1.0,536.0095738381808,6.0
1.0,536.2631711167531,8.0
1.0,536.7753155397115,8.0
1.0,536.854304208255,8.0
1.0,542.4810227428757,1.0
1.0,542.5454639781736,4.0
1.0,542.615428341123,4.0
1.0,542.6449243096067,4.0
1.0,543.172671209876,4.0
1.0,543.2374081017613,4.0
1.0,547.4784042469637,9.0
1.0,557.795445361579,7.0
1.0,558.7418610504909,0.0
1.0,558.9451765812311,0.0
1.0,559.1605160162155,0.0
1.0,559.5628536018523,8.0
1.0,569.0150714367137,0.0
1.0,571.0009482331614,6.0
1.0,571.0710430276409,6.0
1.0,577.5849749210478,1.0
1.0,577.6502083512099,1.0
1.0,581.6962473007061,7.0
1.0,583.9302660149824,4.0
1.0,591.8214337075835,4.0
1.0,597.178991606871,5.0
1.0,598.6457412576126,2.0
1.0,598.7628305741855,2.0
1.0,600.9347136347005,9.0
1.0,601.3737246525858,9.0
1.0,601.9245164227632,7.0
1.0,601.9299159818808,9.0
1.0,602.2882742823464,7.0
1.0,602.5135883249038,9.0
1.0,602.8551131203842,9.0
1.0,613.4334225877562,5.0
1.0,614.2466487823145,3.0
1.0,614.6257152824054,3.0
1.0,619.266629345429,1.0
1.0,619.4434567121252,9.0
1.0,620.6351079756062,7.0
1.0,622.0157923476617,3.0
1.0,622.5758567122642,3.0
1.0,623.0823082841681,3.0
1.0,631.7452840744832,3.0
1.0,636.1691563922401,8.0
1.0,645.0791534826155,9.0
1.0,645.536942276587,9.0
1.0,648.156872899684,3.0
1.0,648.1902923964699,3.0
1.0,648.6475915057367,4.0
1.0,649.1256204043965,4.0
1.0,650.4884822744159,5.0
1.0,656.9468060532761,0.0
1.0,659.7139515773675,4.0
1.0,659.8725260950798,4.0
1.0,676.0634507475519,2.0
1.0,684.6627669522424,5.0
1.0,684.72372596094,5.0
1.0,685.6558217386454,6.0
1.0,696.4290741962711,3.0
1.0,696.7536246328699,5.0
1.0,697.0750111387579,2.0
1.0,697.2170308510703,2.0
1.0,709.749944129268,8.0
1.0,717.0097032485137,9.0
1.0,717.5767258145246,9.0
1.0,727.8291080812398,9.0
1.0,742.9443732121379,3.0
1.0,743.2418138339921,0.0
1.0,754.3640567982147,6.0
1.0,754.8916997415408,5.0
1.0,754.9068721821262,5.0
1.0,755.2287884582917,5.0
1.0,756.5135667690139,1.0
1.0,757.347018838168,4.0
1.0,757.6094114696641,4.0
1.0,757.8893179754028,4.0
1.0,769.296346652683,7.0
1.0,769.851040102182,2.0
1.0,775.8535463078176,2.0
1.0,776.0703144691587,4.0
1.0,777.5268617214812,2.0
1.0,803.0960739626238,1.0
1.0,803.1339571354423,1.0
1.0,804.3904247390553,0.0
1.0,804.9565485246704,0.0
1.0,805.5021759124542,8.0
1.0,809.1835495741154,0.0
1.0,809.7644044643316,8.0
1.0,810.2837784671433,2.0
1.0,826.9177176376227,1.0
1.0,826.9573606782556,1.0
1.0,827.1669189047643,1.0
1.0,828.2651584401947,1.0
1.0,828.6016952334687,1.0
1.0,832.9962590085395,8.0
1.0,833.0897213807265,2.0
1.0,833.3089768415059,8.0
1.0,839.0838911519198,1.0
1.0,845.2360186499601,2.0
1.0,850.7601295953742,7.0
1.0,852.5850063161834,6.0
1.0,864.9669750794468,8.0
1.0,869.6658005250259,0.0
1.0,870.8818633955215,6.0
1.0,873.8985365961279,8.0
1.0,873.9538381084427,5.0
1.0,886.0653673914323,8.0
1.0,897.587475629433,5.0
1.0,898.190900770182,3.0
1.0,898.3242596687522,2.0
1.0,902.4474290647072,4.0
1.0,910.9243982662351,5.0
1.0,915.4340949688078,9.0
1.0,917.9082428935399,0.0
1.0,935.3742292885997,7.0
1.0,935.753630297301,7.0
1.0,935.8671704376035,7.0
1.0,942.0495645868483,4.0
1.0,958.3944013633509,8.0
1.0,959.6327273913912,2.0
1.0,959.7330492020217,2.0
1.0,985.8023557749453,0.0
1.0,986.1924068133202,0.0
1.0,987.2265921326366,9.0
1.0,987.6713085917489,9.0
1.0,997.0819361558898,5.0
1.0,997.9942851714216,9.0
1.0,999.1503764191194,5.0
2.0,11.374100455814533,6.0
2.0,18.307081231130265,5.0
2.0,27.87565725992986,0.0
2.0,27.934743959951724,0.0
2.0,33.177294772972274,6.0
2.0,39.23103823759063,0.0
2.0,51.282100456629486,8.0
2.0,51.43671463430499,9.0
2.0,60.817120828788674,1.0
2.0,61.64192906271576,1.0
2.0,63.22854183132292,9.0
2.0,67.16861092288906,5.0
2.0,67.50246572684011,3.0
2.0,67.73950026027836,7.0
2.0,74.83399324063238,9.0
2.0,82.64606469107346,7.0
2.0,83.06123901376044,0.0
2.0,84.66477291983988,5.0
2.0,88.44201680061983,3.0
2.0,89.11929424345685,3.0
2.0,101.2771788621089,1.0
2.0,103.44667517254678,2.0
2.0,103.59171401283702,2.0
2.0,103.77479353145894,8.0
2.0,103.86111255138574,2.0
2.0,111.68564834912016,0.0
2.0,111.79270687567434,0.0
2.0,119.53097676692406,5.0
2.0,120.27117170747124,5.0
2.0,126.84909725675384,6.0
2.0,128.2131885539208,4.0
2.0,128.32857112794062,4.0
2.0,128.34111568510593,4.0
2.0,128.68160313517043,4.0
2.0,128.73154557247534,4.0
2.0,129.42091254512923,4.0
2.0,130.9646370727749,4.0
2.0,132.20675737068177,4.0
2.0,134.9444074314509,5.0
2.0,135.01168804451672,0.0
2.0,135.08250022171848,0.0
2.0,138.45819685049815,4.0
2.0,139.09057915659577,4.0
2.0,164.70239455065618,6.0
2.0,172.38150053217487,1.0
2.0,172.47160539365692,1.0
2.0,172.90069793481817,4.0
2.0,177.34392430463794,2.0
2.0,179.88625862160657,1.0
2.0,191.10554451098756,5.0
2.0,200.05288181489652,8.0
2.0,201.52704504460212,8.0
2.0,207.89137993197616,8.0
2.0,207.8950110921818,8.0
2.0,208.20681144073376,8.0
2.0,214.67576602008458,5.0
2.0,214.96522338826856,5.0
2.0,215.10188608562117,5.0
2.0,218.75140721974384,8.0
2.0,219.14061613886258,8.0
2.0,219.2598413273154,2.0
2.0,221.2309385947085,8.0
2.0,221.70733608635015,6.0
2.0,242.26114960930124,9.0
2.0,243.1410085253255,1.0
2.0,244.90996199247422,4.0
2.0,245.1025267558727,4.0
2.0,245.96190076883164,4.0
2.0,246.59666285603421,2.0
2.0,250.2669664786702,2.0
2.0,250.41286906471117,2.0
2.0,250.60093438711266,6.0
2.0,250.73287489094503,2.0
2.0,250.99766495637027,9.0
2.0,257.84789704536985,6.0
2.0,258.0255067819252,4.0
2.0,259.19143746016334,7.0
2.0,259.5557161822246,8.0
2.0,259.65354786838265,0.0
2.0,259.7728624086537,7.0
2.0,259.82095072188366,0.0
2.0,260.2603421965772,0.0
2.0,260.4002414750414,0.0
2.0,261.4885544548222,3.0
2.0,264.0772190529031,7.0
2.0,266.1702098105369,7.0
2.0,266.2519949822947,3.0
2.0,266.2779034260179,0.0
2.0,267.8835980910026,3.0
2.0,274.0862316358654,5.0
2.0,276.56715158617124,2.0
2.0,286.39394987588264,5.0
2.0,292.64418217226535,7.0
2.0,293.4113120579572,7.0
2.0,295.8699824193584,3.0
2.0,296.0327289572494,3.0
2.0,296.8840251893014,7.0
2.0,309.01935991827173,7.0
2.0,315.80798017031293,8.0
2.0,316.7345207019096,8.0
2.0,316.81028735882956,8.0
2.0,317.2142762596787,8.0
2.0,318.13863960089174,8.0
2.0,324.4431887511172,6.0
2.0,324.5724928261269,6.0
2.0,325.788335218105,7.0
2.0,333.1810126697199,0.0
2.0,335.18901549087826,0.0
2.0,336.4077465836027,8.0
2.0,343.83898435278996,4.0
2.0,346.2992504656579,5.0
2.0,352.7565543768315,7.0
2.0,357.12000340011906,5.0
2.0,360.47786580410667,1.0
2.0,361.2443336589541,1.0
2.0,361.28285216743024,1.0
2.0,361.4292947758951,9.0
2.0,363.35660115041424,3.0
2.0,368.2412142285451,0.0
2.0,369.0917309601242,9.0
2.0,369.22064690017237,9.0
2.0,381.3250794578064,5.0
2.0,386.8109433812876,8.0
2.0,388.6303414231291,9.0
2.0,393.6640345854112,4.0
2.0,395.32520680764634,9.0
2.0,395.91942837136236,9.0
2.0,396.391511881589,9.0
2.0,396.3935878899631,9.0
2.0,396.43135088825886,9.0
2.0,399.05690022854344,6.0
2.0,419.6369953995005,7.0
2.0,422.3204732766716,4.0
2.0,423.3662902076961,3.0
2.0,423.3719437920917,3.0
2.0,423.5282476608938,3.0
2.0,424.04542141946706,3.0
2.0,424.6756763371183,4.0
2.0,424.82905245929504,4.0
2.0,425.0211443295271,4.0
2.0,425.14855092959596,4.0
2.0,425.25981972895676,4.0
2.0,425.2863502781962,4.0
2.0,434.0069645723772,2.0
2.0,434.0777132351417,2.0
2.0,438.94207284262376,3.0
2.0,438.95103204916705,3.0
2.0,439.2912376604032,4.0
2.0,439.39061072639123,3.0
2.0,446.74785475599606,1.0
2.0,447.0327469115879,1.0
2.0,447.41934590389286,1.0
2.0,447.42843443256294,4.0
2.0,447.44010161907204,1.0
2.0,447.6903022631979,4.0
2.0,447.73553337026675,9.0
2.0,449.00149275821747,1.0
